round,gameday,date,time,gamenumber,gamecode,group,hometeam,homecode,homescore,awayteam,awaycode,awayscore,played
RS,17,"Dec 19, 2025",20:15,169,E2025_169,Regular Season,OLYMPIACOS PIRAEUS,OLY,107,LDLC ASVEL VILLEURBANNE,ASV,84,True
RS,2,"Oct 02, 2025",20:30,12,E2025_12,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,80,EA7 EMPORIO ARMANI MILAN,MIL,78,True
RS,12,"Nov 19, 2025",20:00,111,E2025_111,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,52,AS MONACO,MCO,84,True
RS,24,"Jan 22, 2026",20:05,233,E2025_233,Regular Season,MACCABI RAPYD TEL AVIV,TEL,75,PANATHINAIKOS AKTOR ATHENS,PAN,71,True
RS,3,"Oct 10, 2025",19:45,30,E2025_30,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,81,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,86,True
RS,16,"Dec 16, 2025",20:05,154,E2025_154,Regular Season,HAPOEL IBI TEL AVIV,HTA,84,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,78,True
RS,27,"Feb 05, 2026",20:45,264,E2025_264,Regular Season,PARIS BASKETBALL,PRS,90,FENERBAHCE BEKO ISTANBUL,ULK,92,True
RS,2,"Oct 03, 2025",21:30,15,E2025_15,Regular Season,MACCABI RAPYD TEL AVIV,TEL,94,PARIS BASKETBALL,PRS,101,True
RS,18,"Dec 23, 2025",17:00,177,E2025_177,Regular Season,DUBAI BASKETBALL,DUB,99,EA7 EMPORIO ARMANI MILAN,MIL,92,True
RS,8,"Oct 30, 2025",21:00,74,E2025_74,Regular Season,REAL MADRID,MAD,84,FENERBAHCE BEKO ISTANBUL,ULK,58,True
RS,8,"Oct 30, 2025",19:00,76,E2025_76,Regular Season,ZALGIRIS KAUNAS,ZAL,96,LDLC ASVEL VILLEURBANNE,ASV,59,True
RS,18,"Dec 23, 2025",19:00,176,E2025_176,Regular Season,ZALGIRIS KAUNAS,ZAL,85,PANATHINAIKOS AKTOR ATHENS,PAN,92,True
RS,6,"Oct 23, 2025",19:30,56,E2025_56,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,85,DUBAI BASKETBALL,DUB,79,True
RS,8,"Oct 30, 2025",20:30,71,E2025_71,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,86,PARIS BASKETBALL,PRS,77,True
RS,17,"Dec 18, 2025",20:05,162,E2025_162,Regular Season,MACCABI RAPYD TEL AVIV,TEL,85,VALENCIA BASKET,PAM,82,True
RS,14,"Dec 04, 2025",18:15,136,E2025_136,Regular Season,ANADOLU EFES ISTANBUL,IST,75,REAL MADRID,MAD,81,True
RS,7,"Oct 29, 2025",20:15,70,E2025_70,Regular Season,OLYMPIACOS PIRAEUS,OLY,87,AS MONACO,MCO,92,True
RS,11,"Nov 14, 2025",20:30,109,E2025_109,Regular Season,FC BARCELONA,BAR,88,VIRTUS BOLOGNA,VIR,81,True
RS,11,"Nov 13, 2025",21:00,102,E2025_102,Regular Season,MACCABI RAPYD TEL AVIV,TEL,89,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,83,True
RS,13,"Nov 25, 2025",17:00,121,E2025_121,Regular Season,DUBAI BASKETBALL,DUB,90,PARIS BASKETBALL,PRS,89,True
RS,25,"Jan 27, 2026",21:00,241,E2025_241,Regular Season,PARIS BASKETBALL,PRS,98,REAL MADRID,MAD,92,True
RS,24,"Jan 23, 2026",20:30,240,E2025_240,Regular Season,VIRTUS BOLOGNA,VIR,93,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,102,True
RS,4,"Oct 15, 2025",20:30,40,E2025_40,Regular Season,VIRTUS BOLOGNA,VIR,77,AS MONACO,MCO,73,True
RS,17,"Dec 18, 2025",20:15,163,E2025_163,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,93,HAPOEL IBI TEL AVIV,HTA,82,True
RS,6,"Oct 23, 2025",20:05,55,E2025_55,Regular Season,HAPOEL IBI TEL AVIV,HTA,85,AS MONACO,MCO,77,True
RS,21,"Jan 08, 2026",20:45,202,E2025_202,Regular Season,REAL MADRID,MAD,98,MACCABI RAPYD TEL AVIV,TEL,86,True
RS,8,"Oct 31, 2025",19:00,77,E2025_77,Regular Season,AS MONACO,MCO,92,PANATHINAIKOS AKTOR ATHENS,PAN,84,True
RS,13,"Nov 25, 2025",19:00,122,E2025_122,Regular Season,HAPOEL IBI TEL AVIV,HTA,74,REAL MADRID,MAD,75,True
RS,14,"Dec 05, 2025",20:00,137,E2025_137,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,79,FC BARCELONA,BAR,89,True
RS,24,"Jan 22, 2026",20:30,232,E2025_232,Regular Season,FC BAYERN MUNICH,MUN,93,VALENCIA BASKET,PAM,89,True
RS,22,"Jan 16, 2026",18:45,217,E2025_217,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,82,VALENCIA BASKET,PAM,79,True
RS,27,"Feb 06, 2026",20:00,269,E2025_269,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,76,EA7 EMPORIO ARMANI MILAN,MIL,77,True
RS,15,"Dec 12, 2025",20:30,149,E2025_149,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,79,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,76,True
RS,22,"Jan 15, 2026",19:30,212,E2025_212,Regular Season,FC BAYERN MUNICH,MUN,85,PANATHINAIKOS AKTOR ATHENS,PAN,78,True
RS,5,"Oct 16, 2025",19:45,42,E2025_42,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,88,FC BAYERN MUNICH,MUN,73,True
RS,12,"Nov 21, 2025",20:30,118,E2025_118,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,87,FENERBAHCE BEKO ISTANBUL,ULK,99,True
RS,21,"Jan 08, 2026",20:15,204,E2025_204,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,84,VIRTUS BOLOGNA,VIR,71,True
RS,24,"Jan 22, 2026",20:30,236,E2025_236,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,82,ZALGIRIS KAUNAS,ZAL,86,True
RS,24,"Jan 22, 2026",20:45,235,E2025_235,Regular Season,REAL MADRID,MAD,90,AS MONACO,MCO,78,True
RS,23,"Jan 20, 2026",20:45,227,E2025_227,Regular Season,REAL MADRID,MAD,106,EA7 EMPORIO ARMANI MILAN,MIL,77,True
RS,24,"Jan 23, 2026",20:45,238,E2025_238,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,91,FC BARCELONA,BAR,98,True
RS,17,"Dec 18, 2025",20:30,161,E2025_161,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,72,FENERBAHCE BEKO ISTANBUL,ULK,87,True
RS,3,"Oct 09, 2025",20:45,24,E2025_24,Regular Season,PARIS BASKETBALL,PRS,90,VIRTUS BOLOGNA,VIR,79,True
RS,25,"Jan 30, 2026",20:30,248,E2025_248,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,102,ZALGIRIS KAUNAS,ZAL,91,True
RS,16,"Dec 17, 2025",20:30,157,E2025_157,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,85,AS MONACO,MCO,73,True
RS,9,"Nov 06, 2025",21:00,81,E2025_81,Regular Season,PARIS BASKETBALL,PRS,82,FC BAYERN MUNICH,MUN,86,True
RS,9,"Nov 06, 2025",21:00,86,E2025_86,Regular Season,MACCABI RAPYD TEL AVIV,TEL,107,AS MONACO,MCO,112,True
RS,3,"Oct 09, 2025",20:30,23,E2025_23,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,79,AS MONACO,MCO,82,True
RS,16,"Dec 17, 2025",19:00,160,E2025_160,Regular Season,ZALGIRIS KAUNAS,ZAL,64,ANADOLU EFES ISTANBUL,IST,87,True
RS,20,"Jan 06, 2026",19:30,191,E2025_191,Regular Season,AS MONACO,MCO,101,PARTIZAN MOZZART BET BELGRADE,PAR,84,True
RS,16,"Dec 16, 2025",20:15,155,E2025_155,Regular Season,OLYMPIACOS PIRAEUS,OLY,92,VALENCIA BASKET,PAM,99,True
RS,26,"Feb 04, 2026",20:30,260,E2025_260,Regular Season,VIRTUS BOLOGNA,VIR,70,LDLC ASVEL VILLEURBANNE,ASV,80,True
RS,3,"Oct 09, 2025",20:30,26,E2025_26,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,93,ANADOLU EFES ISTANBUL,IST,87,True
RS,28,"Feb 12, 2026",20:05,273,E2025_273,Regular Season,MACCABI RAPYD TEL AVIV,TEL,111,FC BAYERN MUNICH,MUN,106,True
RS,9,"Nov 07, 2025",20:15,89,E2025_89,Regular Season,OLYMPIACOS PIRAEUS,OLY,80,PARTIZAN MOZZART BET BELGRADE,PAR,71,True
RS,11,"Nov 14, 2025",18:00,106,E2025_106,Regular Season,ANADOLU EFES ISTANBUL,IST,74,FC BAYERN MUNICH,MUN,72,True
RS,27,"Feb 06, 2026",20:30,267,E2025_267,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,91,FC BARCELONA,BAR,97,True
RS,13,"Nov 26, 2025",18:00,130,E2025_130,Regular Season,MACCABI RAPYD TEL AVIV,TEL,88,EA7 EMPORIO ARMANI MILAN,MIL,102,True
RS,4,"Oct 15, 2025",20:30,39,E2025_39,Regular Season,VALENCIA BASKET,PAM,93,HAPOEL IBI TEL AVIV,HTA,100,True
RS,17,"Dec 19, 2025",20:45,167,E2025_167,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,90,VIRTUS BOLOGNA,VIR,89,True
RS,24,"Jan 22, 2026",18:30,231,E2025_231,Regular Season,ANADOLU EFES ISTANBUL,IST,68,OLYMPIACOS PIRAEUS,OLY,74,True
RS,20,"Jan 06, 2026",18:45,194,E2025_194,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,88,OLYMPIACOS PIRAEUS,OLY,80,True
RS,18,"Dec 23, 2025",20:45,173,E2025_173,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,103,ANADOLU EFES ISTANBUL,IST,99,True
RS,26,"Feb 03, 2026",20:30,254,E2025_254,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,109,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,89,True
RS,7,"Oct 28, 2025",19:00,62,E2025_62,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,79,LDLC ASVEL VILLEURBANNE,ASV,65,True
RS,5,"Oct 16, 2025",21:00,43,E2025_43,Regular Season,MACCABI RAPYD TEL AVIV,TEL,94,OLYMPIACOS PIRAEUS,OLY,95,True
RS,2,"Oct 03, 2025",20:30,19,E2025_19,Regular Season,VALENCIA BASKET,PAM,103,VIRTUS BOLOGNA,VIR,94,True
RS,24,"Jan 23, 2026",20:30,239,E2025_239,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,104,HAPOEL IBI TEL AVIV,HTA,101,True
RS,4,"Oct 15, 2025",20:45,37,E2025_37,Regular Season,PARIS BASKETBALL,PRS,105,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,87,True
RS,10,"Nov 11, 2025",20:00,91,E2025_91,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,84,MACCABI RAPYD TEL AVIV,TEL,75,True
RS,3,"Oct 09, 2025",21:00,25,E2025_25,Regular Season,REAL MADRID,MAD,85,LDLC ASVEL VILLEURBANNE,ASV,72,True
RS,18,"Dec 23, 2025",20:00,175,E2025_175,Regular Season,VALENCIA BASKET,PAM,91,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,81,True
RS,11,"Nov 14, 2025",20:00,110,E2025_110,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,88,PARTIZAN MOZZART BET BELGRADE,PAR,87,True
RS,5,"Oct 17, 2025",20:45,50,E2025_50,Regular Season,PARIS BASKETBALL,PRS,88,HAPOEL IBI TEL AVIV,HTA,89,True
RS,4,"Oct 14, 2025",19:45,33,E2025_33,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,69,DUBAI BASKETBALL,DUB,93,True
RS,23,"Jan 20, 2026",20:30,222,E2025_222,Regular Season,FC BARCELONA,BAR,91,DUBAI BASKETBALL,DUB,89,True
RS,19,"Jan 02, 2026",20:30,190,E2025_190,Regular Season,VIRTUS BOLOGNA,VIR,97,EA7 EMPORIO ARMANI MILAN,MIL,85,True
RS,10,"Nov 11, 2025",21:00,93,E2025_93,Regular Season,PARIS BASKETBALL,PRS,95,PANATHINAIKOS AKTOR ATHENS,PAN,101,True
RS,1,"Sep 30, 2025",20:15,6,E2025_6,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,87,FC BAYERN MUNICH,MUN,79,True
RS,2,"Oct 03, 2025",19:30,14,E2025_14,Regular Season,ANADOLU EFES ISTANBUL,IST,81,HAPOEL IBI TEL AVIV,HTA,87,True
RS,24,"Jan 23, 2026",18:45,237,E2025_237,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,84,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,71,True
RS,3,"Oct 10, 2025",20:30,29,E2025_29,Regular Season,FC BAYERN MUNICH,MUN,70,ZALGIRIS KAUNAS,ZAL,98,True
RS,18,"Dec 23, 2025",18:45,172,E2025_172,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,72,FC BARCELONA,BAR,71,True
RS,20,"Jan 07, 2026",20:30,200,E2025_200,Regular Season,FC BAYERN MUNICH,MUN,96,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,89,True
RS,14,"Dec 05, 2025",20:30,138,E2025_138,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,88,EA7 EMPORIO ARMANI MILAN,MIL,78,True
RS,7,"Oct 28, 2025",20:15,65,E2025_65,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,99,MACCABI RAPYD TEL AVIV,TEL,85,True
RS,25,"Jan 30, 2026",20:00,249,E2025_249,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,95,DUBAI BASKETBALL,DUB,92,True
RS,2,"Oct 02, 2025",20:45,13,E2025_13,Regular Season,REAL MADRID,MAD,89,OLYMPIACOS PIRAEUS,OLY,77,True
RS,16,"Dec 17, 2025",20:00,158,E2025_158,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,76,FC BAYERN MUNICH,MUN,74,True
RS,16,"Dec 16, 2025",17:00,151,E2025_151,Regular Season,DUBAI BASKETBALL,DUB,95,MACCABI RAPYD TEL AVIV,TEL,97,True
RS,1,"Oct 01, 2025",19:30,9,E2025_9,Regular Season,AS MONACO,MCO,84,ZALGIRIS KAUNAS,ZAL,89,True
RS,2,"Oct 03, 2025",19:30,16,E2025_16,Regular Season,AS MONACO,MCO,103,DUBAI BASKETBALL,DUB,81,True
RS,21,"Jan 08, 2026",20:30,203,E2025_203,Regular Season,VALENCIA BASKET,PAM,92,AS MONACO,MCO,101,True
RS,4,"Oct 14, 2025",19:00,35,E2025_35,Regular Season,MACCABI RAPYD TEL AVIV,TEL,71,FC BARCELONA,BAR,92,True
RS,23,"Jan 20, 2026",20:30,226,E2025_226,Regular Season,FC BAYERN MUNICH,MUN,63,PARTIZAN MOZZART BET BELGRADE,PAR,67,True
RS,22,"Jan 16, 2026",20:00,218,E2025_218,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,73,HAPOEL IBI TEL AVIV,HTA,81,True
RS,10,"Nov 12, 2025",20:30,98,E2025_98,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,80,LDLC ASVEL VILLEURBANNE,ASV,72,True
RS,11,"Nov 14, 2025",20:30,108,E2025_108,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,88,OLYMPIACOS PIRAEUS,OLY,87,True
RS,10,"Nov 11, 2025",20:30,97,E2025_97,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,78,AS MONACO,MCO,76,True
RS,14,"Dec 04, 2025",19:30,131,E2025_131,Regular Season,AS MONACO,MCO,125,PARIS BASKETBALL,PRS,104,True
RS,23,"Jan 20, 2026",18:15,224,E2025_224,Regular Season,OLYMPIACOS PIRAEUS,OLY,100,MACCABI RAPYD TEL AVIV,TEL,93,True
RS,18,"Dec 23, 2025",20:45,174,E2025_174,Regular Season,PARIS BASKETBALL,PRS,102,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,92,True
RS,16,"Dec 17, 2025",20:30,159,E2025_159,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,68,VIRTUS BOLOGNA,VIR,86,True
RS,5,"Oct 17, 2025",19:30,46,E2025_46,Regular Season,AS MONACO,MCO,90,VALENCIA BASKET,PAM,84,True
RS,13,"Nov 25, 2025",20:30,124,E2025_124,Regular Season,VALENCIA BASKET,PAM,90,FC BAYERN MUNICH,MUN,64,True
RS,17,"Dec 18, 2025",20:45,164,E2025_164,Regular Season,REAL MADRID,MAD,95,PARIS BASKETBALL,PRS,90,True
RS,2,"Oct 03, 2025",20:15,18,E2025_18,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,96,FC BARCELONA,BAR,103,True
RS,8,"Oct 31, 2025",20:30,80,E2025_80,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,76,FC BARCELONA,BAR,78,True
RS,23,"Jan 20, 2026",18:30,223,E2025_223,Regular Season,HAPOEL IBI TEL AVIV,HTA,71,ANADOLU EFES ISTANBUL,IST,66,True
RS,9,"Nov 05, 2025",20:00,83,E2025_83,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,86,PANATHINAIKOS AKTOR ATHENS,PAN,68,True
RS,14,"Dec 05, 2025",20:30,140,E2025_140,Regular Season,VIRTUS BOLOGNA,VIR,79,DUBAI BASKETBALL,DUB,78,True
RS,16,"Dec 16, 2025",21:00,156,E2025_156,Regular Season,PARIS BASKETBALL,PRS,69,FC BARCELONA,BAR,85,True
RS,22,"Jan 14, 2026",19:30,219,E2025_219,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,66,OLYMPIACOS PIRAEUS,OLY,104,True
RS,19,"Dec 30, 2025",20:30,181,E2025_181,Regular Season,FC BARCELONA,BAR,74,AS MONACO,MCO,90,True
RS,17,"Dec 19, 2025",19:30,166,E2025_166,Regular Season,AS MONACO,MCO,103,FC BAYERN MUNICH,MUN,77,True
RS,18,"Dec 26, 2025",20:30,180,E2025_180,Regular Season,VIRTUS BOLOGNA,VIR,94,OLYMPIACOS PIRAEUS,OLY,97,True
RS,19,"Jan 02, 2026",21:00,187,E2025_187,Regular Season,FC BAYERN MUNICH,MUN,95,MACCABI RAPYD TEL AVIV,TEL,71,True
RS,15,"Dec 12, 2025",20:30,150,E2025_150,Regular Season,VIRTUS BOLOGNA,VIR,74,HAPOEL IBI TEL AVIV,HTA,79,True
RS,4,"Oct 14, 2025",20:15,34,E2025_34,Regular Season,OLYMPIACOS PIRAEUS,OLY,78,ANADOLU EFES ISTANBUL,IST,82,True
RS,7,"Oct 29, 2025",19:00,69,E2025_69,Regular Season,HAPOEL IBI TEL AVIV,HTA,97,PARTIZAN MOZZART BET BELGRADE,PAR,84,True
RS,24,"Jan 22, 2026",21:00,234,E2025_234,Regular Season,PARIS BASKETBALL,PRS,79,DUBAI BASKETBALL,DUB,99,True
RS,11,"Nov 14, 2025",17:00,107,E2025_107,Regular Season,DUBAI BASKETBALL,DUB,95,ZALGIRIS KAUNAS,ZAL,89,True
RS,8,"Oct 31, 2025",20:30,78,E2025_78,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,86,ANADOLU EFES ISTANBUL,IST,75,True
RS,20,"Jan 06, 2026",20:15,197,E2025_197,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,74,EA7 EMPORIO ARMANI MILAN,MIL,87,True
RS,27,"Feb 05, 2026",20:00,263,E2025_263,Regular Season,HAPOEL IBI TEL AVIV,HTA,99,VALENCIA BASKET,PAM,104,True
RS,12,"Nov 20, 2025",18:30,112,E2025_112,Regular Season,ANADOLU EFES ISTANBUL,IST,74,FC BARCELONA,BAR,73,True
RS,6,"Oct 23, 2025",20:30,53,E2025_53,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,100,VALENCIA BASKET,PAM,103,True
RS,4,"Oct 15, 2025",20:15,36,E2025_36,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,91,LDLC ASVEL VILLEURBANNE,ASV,85,True
RS,26,"Feb 03, 2026",20:30,255,E2025_255,Regular Season,FC BARCELONA,BAR,78,FENERBAHCE BEKO ISTANBUL,ULK,82,True
RS,9,"Nov 06, 2025",20:30,82,E2025_82,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,87,VIRTUS BOLOGNA,VIR,76,True
RS,12,"Nov 20, 2025",20:15,114,E2025_114,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,103,DUBAI BASKETBALL,DUB,82,True
RS,28,"Feb 12, 2026",18:30,271,E2025_271,Regular Season,ANADOLU EFES ISTANBUL,IST,91,VIRTUS BOLOGNA,VIR,60,True
RS,15,"Dec 12, 2025",17:00,142,E2025_142,Regular Season,DUBAI BASKETBALL,DUB,89,FC BAYERN MUNICH,MUN,88,True
RS,15,"Dec 12, 2025",19:30,147,E2025_147,Regular Season,AS MONACO,MCO,86,FENERBAHCE BEKO ISTANBUL,ULK,92,True
RS,12,"Nov 21, 2025",20:30,116,E2025_116,Regular Season,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,95,FC BAYERN MUNICH,MUN,73,True
RS,20,"Jan 07, 2026",18:30,199,E2025_199,Regular Season,ANADOLU EFES ISTANBUL,IST,79,PARIS BASKETBALL,PRS,84,True
RS,11,"Nov 13, 2025",20:00,101,E2025_101,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,74,HAPOEL IBI TEL AVIV,HTA,68,True
RS,6,"Oct 22, 2025",20:05,51,E2025_51,Regular Season,MACCABI RAPYD TEL AVIV,TEL,92,REAL MADRID,MAD,91,True
RS,26,"Feb 03, 2026",20:30,256,E2025_256,Regular Season,FC BAYERN MUNICH,MUN,81,PARIS BASKETBALL,PRS,75,True
RS,22,"Jan 15, 2026",20:30,216,E2025_216,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,96,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,104,True
RS,15,"Dec 11, 2025",20:05,141,E2025_141,Regular Season,MACCABI RAPYD TEL AVIV,TEL,92,LDLC ASVEL VILLEURBANNE,ASV,84,True
RS,28,"Feb 12, 2026",20:15,272,E2025_272,Regular Season,OLYMPIACOS PIRAEUS,OLY,92,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,86,True
RS,1,"Sep 30, 2025",19:45,1,E2025_1,Regular Season,ANADOLU EFES ISTANBUL,IST,85,MACCABI RAPYD TEL AVIV,TEL,78,True
RS,2,"Oct 02, 2025",20:30,11,E2025_11,Regular Season,FC BAYERN MUNICH,MUN,97,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,88,True
RS,3,"Oct 08, 2025",20:05,21,E2025_21,Regular Season,HAPOEL IBI TEL AVIV,HTA,90,MACCABI RAPYD TEL AVIV,TEL,103,True
RS,25,"Jan 30, 2026",19:30,247,E2025_247,Regular Season,AS MONACO,MCO,82,VIRTUS BOLOGNA,VIR,84,True
RS,8,"Oct 31, 2025",20:15,79,E2025_79,Regular Season,OLYMPIACOS PIRAEUS,OLY,62,HAPOEL IBI TEL AVIV,HTA,58,True
RS,5,"Oct 17, 2025",19:30,45,E2025_45,Regular Season,ANADOLU EFES ISTANBUL,IST,81,PANATHINAIKOS AKTOR ATHENS,PAN,95,True
RS,20,"Jan 06, 2026",20:00,192,E2025_192,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,89,VALENCIA BASKET,PAM,106,True
RS,21,"Jan 09, 2026",20:30,207,E2025_207,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,87,ANADOLU EFES ISTANBUL,IST,74,True
RS,27,"Feb 06, 2026",18:30,266,E2025_266,Regular Season,ANADOLU EFES ISTANBUL,IST,92,ZALGIRIS KAUNAS,ZAL,82,True
RS,4,"Oct 14, 2025",20:00,31,E2025_31,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,88,ZALGIRIS KAUNAS,ZAL,79,True
RS,13,"Nov 25, 2025",19:00,125,E2025_125,Regular Season,ZALGIRIS KAUNAS,ZAL,82,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,67,True
RS,28,"Feb 13, 2026",19:00,280,E2025_280,Regular Season,ZALGIRIS KAUNAS,ZAL,93,HAPOEL IBI TEL AVIV,HTA,82,True
RS,12,"Nov 21, 2025",20:30,120,E2025_120,Regular Season,VIRTUS BOLOGNA,VIR,99,MACCABI RAPYD TEL AVIV,TEL,89,True
RS,20,"Jan 06, 2026",20:30,198,E2025_198,Regular Season,VIRTUS BOLOGNA,VIR,83,ZALGIRIS KAUNAS,ZAL,79,True
RS,6,"Oct 23, 2025",21:00,52,E2025_52,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,90,KOSNER BASKONIA VITORIA-GASTEIZ,BAS,72,True
RS,25,"Jan 29, 2026",20:05,243,E2025_243,Regular Season,HAPOEL IBI TEL AVIV,HTA,64,FC BAYERN MUNICH,MUN,79,True
