round,gameday,date,time,gamenumber,gamecode,group,hometeam,homecode,homescore,awayteam,awaycode,awayscore,played
RS,11,"Nov 22, 2024",19:00,98,E2024_98,Regular Season,ZALGIRIS KAUNAS,ZAL,84,PANATHINAIKOS AKTOR ATHENS,PAN,77,True
RS,20,"Jan 09, 2025",20:15,174,E2024_174,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,96,PARTIZAN MOZZART BET BELGRADE,PAR,84,True
PO,38,"Apr 24, 2025",19:45,317,E2024_317,PLAYOFF D,FENERBAHCE BEKO ISTANBUL,ULK,89,PARIS BASKETBALL,PRS,72,True
RS,7,"Nov 01, 2024",18:45,59,E2024_59,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,89,PARTIZAN MOZZART BET BELGRADE,PAR,72,True
RS,16,"Dec 17, 2024",20:30,138,E2024_138,Regular Season,FC BARCELONA,BAR,90,FENERBAHCE BEKO ISTANBUL,ULK,63,True
RS,31,"Mar 25, 2025",19:00,272,E2024_272,Regular Season,AS MONACO,MCO,96,ZALGIRIS KAUNAS,ZAL,86,True
RS,26,"Feb 07, 2025",20:30,232,E2024_232,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,89,MACCABI PLAYTIKA TEL AVIV,TEL,82,True
RS,28,"Mar 06, 2025",20:30,246,E2024_246,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,66,ZALGIRIS KAUNAS,ZAL,65,True
RS,34,"Apr 11, 2025",19:30,303,E2024_303,Regular Season,ANADOLU EFES ISTANBUL,IST,87,ZALGIRIS KAUNAS,ZAL,77,True
RS,26,"Feb 06, 2025",20:15,229,E2024_229,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,104,ANADOLU EFES ISTANBUL,IST,89,True
RS,24,"Jan 31, 2025",20:15,215,E2024_215,Regular Season,OLYMPIACOS PIRAEUS,OLY,92,ANADOLU EFES ISTANBUL,IST,89,True
RS,9,"Nov 12, 2024",20:30,78,E2024_78,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,84,ANADOLU EFES ISTANBUL,IST,89,True
RS,16,"Dec 17, 2024",20:45,140,E2024_140,Regular Season,ALBA BERLIN,BER,66,ZALGIRIS KAUNAS,ZAL,86,True
RS,31,"Mar 25, 2025",18:45,271,E2024_271,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,101,PARIS BASKETBALL,PRS,100,True
RS,27,"Feb 28, 2025",20:00,241,E2024_241,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,70,OLYMPIACOS PIRAEUS,OLY,92,True
RS,7,"Oct 31, 2024",20:05,58,E2024_58,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,79,REAL MADRID,MAD,78,True
RS,8,"Nov 08, 2024",18:00,64,E2024_64,Regular Season,ANADOLU EFES ISTANBUL,IST,69,AS MONACO,MCO,81,True
RS,32,"Mar 27, 2025",20:30,282,E2024_282,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,88,FC BARCELONA,BAR,98,True
RS,7,"Nov 01, 2024",20:00,62,E2024_62,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,71,FC BAYERN MUNICH,MUN,84,True
RS,20,"Jan 10, 2025",20:00,178,E2024_178,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,85,PARIS BASKETBALL,PRS,69,True
RS,5,"Oct 25, 2024",19:45,43,E2024_43,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,76,PANATHINAIKOS AKTOR ATHENS,PAN,81,True
RS,26,"Feb 07, 2025",19:00,231,E2024_231,Regular Season,AS MONACO,MCO,69,PARTIZAN MOZZART BET BELGRADE,PAR,86,True
RS,3,"Oct 15, 2024",20:30,22,E2024_22,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,76,REAL MADRID,MAD,72,True
RS,17,"Dec 19, 2024",18:45,145,E2024_145,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,104,BASKONIA VITORIA-GASTEIZ,BAS,69,True
RS,8,"Nov 08, 2024",20:15,70,E2024_70,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,89,OLYMPIACOS PIRAEUS,OLY,94,True
RS,27,"Feb 27, 2025",20:30,236,E2024_236,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,86,AS MONACO,MCO,80,True
RS,12,"Nov 29, 2024",20:00,105,E2024_105,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,101,FC BAYERN MUNICH,MUN,77,True
RS,29,"Mar 14, 2025",20:30,260,E2024_260,Regular Season,FC BAYERN MUNICH,MUN,92,ANADOLU EFES ISTANBUL,IST,97,True
RS,1,"Oct 04, 2024",21:00,9,E2024_9,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,67,ANADOLU EFES ISTANBUL,IST,76,True
RS,34,"Apr 10, 2025",20:30,300,E2024_300,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,111,BASKONIA VITORIA-GASTEIZ,BAS,89,True
RS,3,"Oct 15, 2024",20:30,23,E2024_23,Regular Season,PARIS BASKETBALL,PRS,84,PANATHINAIKOS AKTOR ATHENS,PAN,80,True
RS,9,"Nov 13, 2024",20:30,81,E2024_81,Regular Season,PARIS BASKETBALL,PRS,83,ZALGIRIS KAUNAS,ZAL,77,True
RS,31,"Mar 26, 2025",18:30,277,E2024_277,Regular Season,ANADOLU EFES ISTANBUL,IST,92,BASKONIA VITORIA-GASTEIZ,BAS,76,True
RS,22,"Jan 17, 2025",20:30,197,E2024_197,Regular Season,FC BAYERN MUNICH,MUN,72,VIRTUS SEGAFREDO BOLOGNA,VIR,82,True
PI,36,"Apr 18, 2025",20:45,309,E2024_309,C,REAL MADRID,MAD,93,FC BAYERN MUNICH,MUN,71,True
RS,23,"Jan 23, 2025",20:30,201,E2024_201,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,80,AS MONACO,MCO,86,True
RS,19,"Jan 03, 2025",20:30,170,E2024_170,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,98,MACCABI PLAYTIKA TEL AVIV,TEL,75,True
RS,21,"Jan 14, 2025",20:45,185,E2024_185,Regular Season,REAL MADRID,MAD,116,MACCABI PLAYTIKA TEL AVIV,TEL,113,True
RS,18,"Dec 26, 2024",20:05,157,E2024_157,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,95,ZALGIRIS KAUNAS,ZAL,78,True
RS,24,"Jan 30, 2025",20:30,209,E2024_209,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,88,FC BARCELONA,BAR,86,True
RS,22,"Jan 16, 2025",20:45,193,E2024_193,Regular Season,REAL MADRID,MAD,86,OLYMPIACOS PIRAEUS,OLY,96,True
RS,34,"Apr 10, 2025",20:00,298,E2024_298,Regular Season,FC BAYERN MUNICH,MUN,77,FENERBAHCE BEKO ISTANBUL,ULK,89,True
RS,29,"Mar 13, 2025",19:00,258,E2024_258,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,80,EA7 EMPORIO ARMANI MILAN,MIL,82,True
RS,28,"Mar 06, 2025",20:30,248,E2024_248,Regular Season,FC BAYERN MUNICH,MUN,100,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,82,True
RS,11,"Nov 21, 2024",20:30,95,E2024_95,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,98,MACCABI PLAYTIKA TEL AVIV,TEL,86,True
RS,30,"Mar 20, 2025",20:15,267,E2024_267,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,77,VIRTUS SEGAFREDO BOLOGNA,VIR,67,True
RS,29,"Mar 13, 2025",20:05,257,E2024_257,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,91,AS MONACO,MCO,88,True
RS,15,"Dec 12, 2024",18:45,127,E2024_127,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,69,AS MONACO,MCO,99,True
RS,3,"Oct 15, 2024",19:30,19,E2024_19,Regular Season,ALBA BERLIN,BER,84,LDLC ASVEL VILLEURBANNE,ASV,79,True
RS,12,"Nov 28, 2024",20:30,103,E2024_103,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,78,OLYMPIACOS PIRAEUS,OLY,70,True
RS,20,"Jan 10, 2025",18:30,176,E2024_176,Regular Season,ANADOLU EFES ISTANBUL,IST,76,LDLC ASVEL VILLEURBANNE,ASV,82,True
RS,23,"Jan 24, 2025",20:00,204,E2024_204,Regular Season,ALBA BERLIN,BER,84,FC BAYERN MUNICH,MUN,99,True
RS,32,"Mar 28, 2025",20:00,286,E2024_286,Regular Season,ALBA BERLIN,BER,64,VIRTUS SEGAFREDO BOLOGNA,VIR,108,True
RS,13,"Dec 03, 2024",20:00,110,E2024_110,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,80,REAL MADRID,MAD,78,True
RS,2,"Oct 11, 2024",20:15,18,E2024_18,Regular Season,OLYMPIACOS PIRAEUS,OLY,74,ZALGIRIS KAUNAS,ZAL,68,True
RS,20,"Jan 10, 2025",20:15,179,E2024_179,Regular Season,OLYMPIACOS PIRAEUS,OLY,112,FC BAYERN MUNICH,MUN,69,True
RS,11,"Nov 22, 2024",20:30,99,E2024_99,Regular Season,FC BAYERN MUNICH,MUN,100,FC BARCELONA,BAR,78,True
RS,6,"Oct 29, 2024",20:15,50,E2024_50,Regular Season,OLYMPIACOS PIRAEUS,OLY,79,REAL MADRID,MAD,69,True
RS,28,"Mar 07, 2025",20:30,252,E2024_252,Regular Season,ALBA BERLIN,BER,85,FC BARCELONA,BAR,99,True
RS,4,"Oct 18, 2024",20:00,35,E2024_35,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,94,FC BARCELONA,BAR,98,True
RS,31,"Mar 25, 2025",20:45,276,E2024_276,Regular Season,REAL MADRID,MAD,96,EA7 EMPORIO ARMANI MILAN,MIL,89,True
PI,35,"Apr 15, 2025",21:00,307,E2024_307,A,REAL MADRID,MAD,73,PARIS BASKETBALL,PRS,81,True
RS,11,"Nov 21, 2024",20:15,94,E2024_94,Regular Season,OLYMPIACOS PIRAEUS,OLY,92,BASKONIA VITORIA-GASTEIZ,BAS,69,True
RS,24,"Jan 31, 2025",20:30,216,E2024_216,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,71,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,73,True
RS,3,"Oct 15, 2024",20:30,24,E2024_24,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,68,ZALGIRIS KAUNAS,ZAL,71,True
RS,5,"Oct 25, 2024",20:45,45,E2024_45,Regular Season,FC BAYERN MUNICH,MUN,84,OLYMPIACOS PIRAEUS,OLY,80,True
RS,1,"Oct 03, 2024",19:00,2,E2024_2,Regular Season,AS MONACO,MCO,93,EA7 EMPORIO ARMANI MILAN,MIL,80,True
RS,19,"Jan 03, 2025",18:45,167,E2024_167,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,84,ANADOLU EFES ISTANBUL,IST,76,True
RS,12,"Nov 28, 2024",20:00,101,E2024_101,Regular Season,ALBA BERLIN,BER,85,MACCABI PLAYTIKA TEL AVIV,TEL,103,True
RS,10,"Nov 14, 2024",20:45,85,E2024_85,Regular Season,REAL MADRID,MAD,64,ANADOLU EFES ISTANBUL,IST,74,True
RS,12,"Nov 29, 2024",21:00,108,E2024_108,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,97,ANADOLU EFES ISTANBUL,IST,82,True
RS,8,"Nov 07, 2024",20:45,68,E2024_68,Regular Season,PARIS BASKETBALL,PRS,74,PARTIZAN MOZZART BET BELGRADE,PAR,71,True
RS,9,"Nov 12, 2024",20:00,76,E2024_76,Regular Season,OLYMPIACOS PIRAEUS,OLY,94,LDLC ASVEL VILLEURBANNE,ASV,92,True
RS,27,"Feb 27, 2025",20:45,238,E2024_238,Regular Season,REAL MADRID,MAD,96,FC BARCELONA,BAR,91,True
RS,13,"Dec 04, 2024",20:30,116,E2024_116,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,101,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,86,True
RS,4,"Oct 18, 2024",19:00,33,E2024_33,Regular Season,AS MONACO,MCO,101,VIRTUS SEGAFREDO BOLOGNA,VIR,85,True
RS,33,"Apr 04, 2025",20:30,296,E2024_296,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,111,LDLC ASVEL VILLEURBANNE,ASV,75,True
RS,19,"Jan 02, 2025",20:30,166,E2024_166,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,75,True
RS,31,"Mar 26, 2025",20:05,279,E2024_279,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,92,PANATHINAIKOS AKTOR ATHENS,PAN,99,True
RS,21,"Jan 14, 2025",20:30,184,E2024_184,Regular Season,PARIS BASKETBALL,PRS,88,ANADOLU EFES ISTANBUL,IST,84,True
RS,1,"Oct 04, 2024",21:00,8,E2024_8,Regular Season,PARIS BASKETBALL,PRS,77,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,80,True
RS,8,"Nov 08, 2024",20:00,69,E2024_69,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,73,FENERBAHCE BEKO ISTANBUL,ULK,77,True
RS,15,"Dec 12, 2024",20:45,130,E2024_130,Regular Season,FC BAYERN MUNICH,MUN,98,MACCABI PLAYTIKA TEL AVIV,TEL,93,True
RS,33,"Apr 02, 2025",19:45,290,E2024_290,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,75,FC BARCELONA,BAR,83,True
RS,18,"Dec 27, 2024",20:30,162,E2024_162,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,83,LDLC ASVEL VILLEURBANNE,ASV,69,True
RS,17,"Mar 03, 2025",20:30,146,E2024_146,Regular Season,PARIS BASKETBALL,PRS,83,FENERBAHCE BEKO ISTANBUL,ULK,87,True
RS,4,"Oct 17, 2024",20:30,29,E2024_29,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,82,ZALGIRIS KAUNAS,ZAL,85,True
RS,27,"Feb 27, 2025",20:00,235,E2024_235,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,80,ZALGIRIS KAUNAS,ZAL,86,True
RS,2,"Oct 09, 2024",20:00,11,E2024_11,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,78,BASKONIA VITORIA-GASTEIZ,BAS,71,True
RS,24,"Jan 31, 2025",18:30,213,E2024_213,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,95,VIRTUS SEGAFREDO BOLOGNA,VIR,81,True
PO,37,"Apr 22, 2025",19:45,313,E2024_313,PLAYOFF D,FENERBAHCE BEKO ISTANBUL,ULK,83,PARIS BASKETBALL,PRS,78,True
RS,25,"Feb 04, 2025",20:45,221,E2024_221,Regular Season,FC BAYERN MUNICH,MUN,87,EA7 EMPORIO ARMANI MILAN,MIL,70,True
RS,21,"Jan 15, 2025",20:30,189,E2024_189,Regular Season,FC BAYERN MUNICH,MUN,95,AS MONACO,MCO,94,True
RS,34,"Apr 11, 2025",20:30,306,E2024_306,Regular Season,FC BARCELONA,BAR,91,VIRTUS SEGAFREDO BOLOGNA,VIR,87,True
RS,23,"Jan 23, 2025",20:15,200,E2024_200,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,89,ZALGIRIS KAUNAS,ZAL,76,True
RS,30,"Mar 20, 2025",19:00,264,E2024_264,Regular Season,OLYMPIACOS PIRAEUS,OLY,73,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,81,True
RS,27,"Feb 27, 2025",21:00,239,E2024_239,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,94,FENERBAHCE BEKO ISTANBUL,ULK,76,True
RS,14,"Dec 05, 2024",20:05,122,E2024_122,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,86,FC BARCELONA,BAR,88,True
RS,32,"Mar 27, 2025",20:00,280,E2024_280,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,88,ZALGIRIS KAUNAS,ZAL,79,True
RS,19,"Jan 03, 2025",20:15,169,E2024_169,Regular Season,PARIS BASKETBALL,PRS,79,FC BARCELONA,BAR,90,True
RS,33,"Apr 03, 2025",21:00,292,E2024_292,Regular Season,REAL MADRID,MAD,105,PARIS BASKETBALL,PRS,104,True
RS,12,"Nov 29, 2024",18:45,104,E2024_104,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,85,EA7 EMPORIO ARMANI MILAN,MIL,91,True
RS,16,"Dec 18, 2024",18:30,142,E2024_142,Regular Season,ANADOLU EFES ISTANBUL,IST,89,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,67,True
RS,5,"Oct 23, 2024",20:30,37,E2024_37,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,69,VIRTUS SEGAFREDO BOLOGNA,VIR,70,True
RS,10,"Nov 15, 2024",20:30,89,E2024_89,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,81,EA7 EMPORIO ARMANI MILAN,MIL,88,True
RS,23,"Jan 23, 2025",20:05,203,E2024_203,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,85,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,73,True
RS,3,"Oct 15, 2024",20:45,26,E2024_26,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,86,FC BAYERN MUNICH,MUN,78,True
FF,42,"May 23, 2025",17:00,328,E2024_328,SEMIFINAL B,FENERBAHCE BEKO ISTANBUL,ULK,82,PANATHINAIKOS AKTOR ATHENS,PAN,76,True
RS,26,"Feb 06, 2025",18:30,226,E2024_226,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,78,REAL MADRID,MAD,67,True
RS,25,"Feb 05, 2025",20:30,223,E2024_223,Regular Season,FC BARCELONA,BAR,100,MACCABI PLAYTIKA TEL AVIV,TEL,71,True
RS,4,"Oct 17, 2024",19:30,28,E2024_28,Regular Season,ALBA BERLIN,BER,71,FENERBAHCE BEKO ISTANBUL,ULK,78,True
RS,23,"Jan 23, 2025",18:30,199,E2024_199,Regular Season,ANADOLU EFES ISTANBUL,IST,110,EA7 EMPORIO ARMANI MILAN,MIL,66,True
RS,13,"Dec 04, 2024",20:45,117,E2024_117,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,88,ALBA BERLIN,BER,90,True
RS,21,"Jan 15, 2025",20:00,187,E2024_187,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,91,FENERBAHCE BEKO ISTANBUL,ULK,96,True
RS,15,"Dec 13, 2024",18:30,132,E2024_132,Regular Season,ANADOLU EFES ISTANBUL,IST,93,PANATHINAIKOS AKTOR ATHENS,PAN,67,True
RS,2,"Oct 10, 2024",20:45,15,E2024_15,Regular Season,REAL MADRID,MAD,93,PARTIZAN MOZZART BET BELGRADE,PAR,86,True
RS,7,"Oct 31, 2024",20:30,57,E2024_57,Regular Season,EA7 EMPORIO ARMANI MILAN,MIL,99,VIRTUS SEGAFREDO BOLOGNA,VIR,90,True
RS,34,"Apr 10, 2025",20:00,304,E2024_304,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,78,AS MONACO,MCO,83,True
RS,10,"Nov 14, 2024",20:00,82,E2024_82,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,77,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,74,True
RS,11,"Nov 21, 2024",19:00,92,E2024_92,Regular Season,AS MONACO,MCO,103,LDLC ASVEL VILLEURBANNE,ASV,92,True
RS,17,"Dec 19, 2024",20:45,147,E2024_147,Regular Season,REAL MADRID,MAD,94,AS MONACO,MCO,72,True
RS,25,"Feb 04, 2025",19:00,218,E2024_218,Regular Season,ZALGIRIS KAUNAS,ZAL,73,ALBA BERLIN,BER,53,True
RS,6,"Oct 29, 2024",20:30,52,E2024_52,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,88,EA7 EMPORIO ARMANI MILAN,MIL,83,True
RS,33,"Apr 04, 2025",20:00,295,E2024_295,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,96,ANADOLU EFES ISTANBUL,IST,97,True
RS,5,"Oct 25, 2024",20:30,44,E2024_44,Regular Season,FC BARCELONA,BAR,90,LDLC ASVEL VILLEURBANNE,ASV,83,True
RS,6,"Oct 30, 2024",20:15,51,E2024_51,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,92,LDLC ASVEL VILLEURBANNE,ASV,68,True
RS,9,"Nov 12, 2024",18:45,73,E2024_73,Regular Season,FENERBAHCE BEKO ISTANBUL,ULK,87,FC BAYERN MUNICH,MUN,76,True
PO,41,"May 06, 2025",20:45,326,E2024_326,PLAYOFF C,PANATHINAIKOS AKTOR ATHENS,PAN,75,ANADOLU EFES ISTANBUL,IST,67,True
RS,29,"Mar 14, 2025",20:45,261,E2024_261,Regular Season,FC BARCELONA,BAR,87,PARTIZAN MOZZART BET BELGRADE,PAR,80,True
RS,7,"Nov 01, 2024",20:45,63,E2024_63,Regular Season,PARIS BASKETBALL,PRS,67,BASKONIA VITORIA-GASTEIZ,BAS,65,True
RS,5,"Oct 24, 2024",19:00,38,E2024_38,Regular Season,AS MONACO,MCO,80,PARIS BASKETBALL,PRS,87,True
RS,30,"Mar 20, 2025",20:45,266,E2024_266,Regular Season,REAL MADRID,MAD,81,LDLC ASVEL VILLEURBANNE,ASV,70,True
RS,20,"Jan 10, 2025",20:45,180,E2024_180,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,76,BASKONIA VITORIA-GASTEIZ,BAS,74,True
PO,39,"Apr 30, 2025",19:00,319,E2024_319,PLAYOFF B,FC BARCELONA,BAR,100,AS MONACO,MCO,89,True
RS,29,"Mar 13, 2025",20:00,255,E2024_255,Regular Season,ALBA BERLIN,BER,97,BASKONIA VITORIA-GASTEIZ,BAS,90,True
RS,1,"Oct 03, 2024",21:00,6,E2024_6,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,89,LDLC ASVEL VILLEURBANNE,ASV,82,True
RS,30,"Mar 21, 2025",20:30,269,E2024_269,Regular Season,FC BARCELONA,BAR,82,ZALGIRIS KAUNAS,ZAL,70,True
RS,4,"Oct 17, 2024",20:05,32,E2024_32,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,79,PARTIZAN MOZZART BET BELGRADE,PAR,91,True
RS,9,"Nov 12, 2024",20:00,75,E2024_75,Regular Season,ALBA BERLIN,BER,105,EA7 EMPORIO ARMANI MILAN,MIL,101,True
RS,18,"Dec 27, 2024",20:30,160,E2024_160,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,94,PARIS BASKETBALL,PRS,81,True
RS,25,"Feb 05, 2025",20:30,225,E2024_225,Regular Season,VIRTUS SEGAFREDO BOLOGNA,VIR,71,PARTIZAN MOZZART BET BELGRADE,PAR,81,True
RS,11,"Nov 21, 2024",20:45,96,E2024_96,Regular Season,REAL MADRID,MAD,98,ALBA BERLIN,BER,84,True
RS,27,"Feb 28, 2025",20:30,242,E2024_242,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,86,BASKONIA VITORIA-GASTEIZ,BAS,73,True
RS,14,"Dec 05, 2024",20:30,119,E2024_119,Regular Season,FC BAYERN MUNICH,MUN,94,BASKONIA VITORIA-GASTEIZ,BAS,80,True
PI,35,"Apr 15, 2025",20:30,308,E2024_308,B,FC BAYERN MUNICH,MUN,97,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,93,True
RS,10,"Nov 14, 2024",19:00,86,E2024_86,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,91,OLYMPIACOS PIRAEUS,OLY,94,True
RS,13,"Dec 03, 2024",20:15,111,E2024_111,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,90,FC BARCELONA,BAR,89,True
RS,23,"Jan 22, 2025",20:30,207,E2024_207,Regular Season,PARTIZAN MOZZART BET BELGRADE,PAR,92,PARIS BASKETBALL,PRS,86,True
RS,8,"Nov 07, 2024",19:00,65,E2024_65,Regular Season,CRVENA ZVEZDA MERIDIANBET BELGRADE,RED,92,ALBA BERLIN,BER,71,True
RS,9,"Nov 12, 2024",20:15,77,E2024_77,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,93,MACCABI PLAYTIKA TEL AVIV,TEL,87,True
RS,32,"Mar 27, 2025",20:15,281,E2024_281,Regular Season,OLYMPIACOS PIRAEUS,OLY,77,AS MONACO,MCO,80,True
RS,15,"Dec 12, 2024",19:00,128,E2024_128,Regular Season,ALBA BERLIN,BER,90,PARTIZAN MOZZART BET BELGRADE,PAR,91,True
RS,21,"Jan 14, 2025",20:30,182,E2024_182,Regular Season,BASKONIA VITORIA-GASTEIZ,BAS,101,OLYMPIACOS PIRAEUS,OLY,102,True
RS,33,"Apr 03, 2025",20:30,293,E2024_293,Regular Season,MACCABI PLAYTIKA TEL AVIV,TEL,93,FC BAYERN MUNICH,MUN,90,True
RS,2,"Oct 10, 2024",20:15,14,E2024_14,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,94,FC BAYERN MUNICH,MUN,79,True
RS,32,"Mar 28, 2025",18:30,284,E2024_284,Regular Season,ANADOLU EFES ISTANBUL,IST,90,MACCABI PLAYTIKA TEL AVIV,TEL,88,True
RS,2,"Oct 10, 2024",20:00,13,E2024_13,Regular Season,LDLC ASVEL VILLEURBANNE,ASV,87,VIRTUS SEGAFREDO BOLOGNA,VIR,85,True
RS,28,"Mar 06, 2025",20:45,245,E2024_245,Regular Season,PANATHINAIKOS AKTOR ATHENS,PAN,85,REAL MADRID,MAD,70,True
RS,24,"Jan 30, 2025",20:30,211,E2024_211,Regular Season,PARIS BASKETBALL,PRS,91,LDLC ASVEL VILLEURBANNE,ASV,82,True
